file_path,caption
train/Chickadees Singing.npy,Adult ducks are quacking and baby ducks are chirping.
train/Chickadees Singing.npy,Adult ducks are quacking while the baby ducks are chirping.
train/Chickadees Singing.npy,Several ducks are quacking and a very high pitched bird chips over them.
train/chicken_freesound.npy,A chicken is clucking and flapping its wings
train/chicken_freesound.npy,A chicken is clucking and flapping its wings loudly.
train/chicken_freesound.npy,A chicken is clucking while flapping its wings loudly.
train/chicken_freesound.npy,A chicken is flapping its wings as it clucks.
train/chicken_freesound.npy,"In different pitches, chickens cluck at each other repetitively."
train/childrenoh.npy,A crowd of laughing and cheering people are.
train/childrenoh.npy,A crowd of people is laughing and cheering.
train/childrenoh.npy,A large number of people shout cheerfully in unison.
train/childrenoh.npy,People are cheering and celebrating a clearly happy occasion.
train/childrenoh.npy,People cheer and celebrate a clearly happy occasion.
train/md10trk5.npy,A microwave is turned on and then turns off with several beeps.
train/md10trk5.npy,A piece of machinery operating followed by a timer going off and the machine stopping.
train/md10trk5.npy,"Fan running then turned off, watch alarm beeping, background oscillation stopping."
train/md10trk5.npy,The fan was running then the alarm rang and it stopped.
train/md10trk5.npy,a machine is running before being turned off beeps every few seconds.
"train/Chinese Restaurant Atmo, Germany, Subtle.npy",Dishes are being clanged and scraped together and children are talking.
"train/Chinese Restaurant Atmo, Germany, Subtle.npy",Dishes are clanging whiles plates are scraping and children are talking.
"train/Chinese Restaurant Atmo, Germany, Subtle.npy",Several people are in a restaurant chatting with dishes clanging in the background.
"train/Chinese Restaurant Atmo, Germany, Subtle.npy",Several people in a restaurant chatting with dishes clanging in the background.
"train/Chinese Restaurant Atmo, Germany, Subtle.npy",Some plates and dishes are clanking and a lot of inaudible speech is being said.
train/wood desk Open and close.npy,A machine is sorting or breaking up cards or thick card stock made of paper.
train/wood desk Open and close.npy,A machine sorts out or groups cards or a thick card stock made of paper.
train/wood desk Open and close.npy,A rhythmic sliding with a thud every time one end is met.
train/wood desk Open and close.npy,Rhythmic sliding with a thud every time one end is met.
train/wood desk Open and close.npy,someone is chopping wood for the fire outside very slowly
train/Chris&#39; Elevator.npy,A closet door slides open then a chair rolls across the floor.
train/Chris&#39; Elevator.npy,A freight elevator being loaded and going up the shift and stopping at a floor.
train/Chris&#39; Elevator.npy,A freight elevator was loaded and went up the shaft to stop at a floor above.
train/Chris&#39; Elevator.npy,A person opens a large closet and moves items around.
train/Chris&#39; Elevator.npy,A steel door opens and then is pushed back on a bar with roller wheels.
train/Chris&#39; window noise.npy,A howling wind blows harshly as pieces of ice slam into a hard surface.
train/Chris&#39; window noise.npy,A strong gust blows several metal objects into clinking against each other.
train/Chris&#39; window noise.npy,The wind blowing through a porch and blowing a can around.
train/Chris&#39; window noise.npy,The wind blows on the porch and a can is blowing in the wind.
train/Chris&#39; window noise.npy,The wind howls through the window as the hail falls on the roof.
train/Skate pass on road 4.npy,A person is riding a skateboard on the pavement.
train/Skate pass on road 4.npy,A skateboard clatters and vibrates as it gathers speed across concrete and stops.
train/Skate pass on road 4.npy,A skateboard moves over pavement increasing and decreasing in speed.
train/Skate pass on road 4.npy,Going slower and faster a skateboard glides over the pavement.
train/Skate pass on road 4.npy,Someone is rolling down the sidewalk on a skateboard.
train/Chuck-will&#39;s-widow.npy,A bird singing cheerfully with a mild echo.
train/Chuck-will&#39;s-widow.npy,Welcoming and mild echo is occurring while a bird is singing cheerfully.
train/Chuck-will&#39;s-widow.npy,"In a confined space, a bird is singing and chirping."
train/Chuck-will&#39;s-widow.npy,It is a bird chirping sounds in the background.
train/Chuck-will&#39;s-widow.npy,It sounds to me like a bird chirping.
train/Cicada-Indian Insect Sound.npy,A cricket continuously chirps while wind blows in the background.
train/Cicada-Indian Insect Sound.npy,"A snake is rattling its tail, and crickets are chirping."
train/Cicada-Indian Insect Sound.npy,Bugs are buzzing and then pulsating before they become quiet.
train/Cicada-Indian Insect Sound.npy,Bugs buzzing and then pulsating before they die down.
train/Cicada-Indian Insect Sound.npy,Crickets are chirping while a snake is rattling its tail.
train/distant cars.npy,"Crickets chirp in the background, and cars drive down the road."
train/distant cars.npy,Crickets chirping with vehicles running in the background outside and some light bird chirping at the end.
train/distant cars.npy,People are travelling at dusk with crickets chirping in the back round.
train/distant cars.npy,Someone is driving at night with the windows down while bugs are chirping.
train/distant cars.npy,crickets in the background and cars travelling down the road.
train/Cigarette_roll_pack.npy,A fireplace that is being cleaned out by someone.
train/Cigarette_roll_pack.npy,"A person scrapes a surface, then the person bangs the scraper on an edge of the surface."
train/Cigarette_roll_pack.npy,A wooden object is tapped on a ceramic bowl.
train/Cigarette_roll_pack.npy,"A person scrapes a surface, then bangs the scraper on an edge."
train/Cigarette_roll_pack.npy,Wood is rapped across the surface of a ceramic bowl
train/DePanne.npy,"As waves crash in all along the coast, blustery winds cause interference."
train/DePanne.npy,Heavy rain pouring down while the wind howls in the background.
train/DePanne.npy,"Rain falls steadily, and a heavy wind blows."
train/DePanne.npy,Waves are crashing in along the coast as blustery winds cause interference.
train/DePanne.npy,Wind blows heavily and rain falls at a steady rate.
train/Marina Ambient.npy,"A bird chirps a few times, while cars drive in the distance."
train/Marina Ambient.npy,An airplane is passing by overhead and birds are chirping near a waterway.
train/Marina Ambient.npy,An airplane passing by overhead and birds chirping near a waterway.
train/Marina Ambient.npy,Cars are driving in the distance and a bird chirps a few times.
train/Marina Ambient.npy,It is storming out and a lonely seagull calls out.
train/Sticks Hitting sticks.npy,A soft splash resonates as a wooden rod hits the water.
train/Sticks Hitting sticks.npy,A tennis ball going back and forth being hit.
train/Sticks Hitting sticks.npy,A tennis ball is being hit and going back and forth.
train/Sticks Hitting sticks.npy,Someone is carving and cutting wood with a chisel and a hammer
train/Sticks Hitting sticks.npy,Someone outside hitting a tree with a baseball bat.
train/window_cleaning.npy,A couple of persons are playing on adjacent sides of a window using their fingers to make sounds.
train/window_cleaning.npy,A person cleans a window until it squeaks and another person plays a musical horn several times
train/window_cleaning.npy,A person is wiping down a window and it squeaks and someone blows a musical horn a few times.
train/window_cleaning.npy,"Two people are playing on either side of a glass pane, making noises with their fingers."
train/window_cleaning.npy,cleaning a house or car glass windows squeaking
train/coffe_machine.npy,"A vending machine is brewing, preparing and pouring out a drink for the customer."
train/coffe_machine.npy,An axe is chopping wood and in the background a saw buzzes.
train/coffe_machine.npy,Someone is vacuuming the floor and picking up some larger pieces of something.
train/coffe_machine.npy,"The vending machine brews, prepares and pours the drink of the customer."
